date,league,t1,t2,bet_type,bet_line,ROI,fair_odds,odds,House,url,status
2024-02-02,LOL - PCS Spring,HELL PIGS,Deep Cross Gaming,over,game_duration 29.5,33.98%,1.37,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901503/F19/,pending
2024-02-02,LOL - PCS Spring,HELL PIGS,Deep Cross Gaming,over,total_barons 1.5,33.48%,2.43,3.25,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901503/F19/,pending
2024-02-02,LOL - PCS Spring,J Team,CTBC Flying Oyster,over,total_dragons 4.5,15.36%,1.65,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901504/F19/,pending
2024-02-02,LOL - PCS Spring,J Team,CTBC Flying Oyster,under,total_towers 11.5,10.04%,2.15,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901504/F19/,pending
2024-02-02,LOL - PCS Spring,J Team,CTBC Flying Oyster,over,total_inhibitors 1.5,21.49%,1.29,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901504/F19/,pending
2024-02-02,LOL - PCS Spring,J Team,CTBC Flying Oyster,under,total_barons 1.5,14.29%,1.31,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901504/F19/,pending
2024-02-04,LOL - PCS Spring,HELL PIGS,CTBC Flying Oyster,under,total_kills 25.5,11.11%,1.65,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901507/F19/,pending
2024-02-04,LOL - PCS Spring,J Team,Deep Cross Gaming,over,total_dragons 4.5,9.29%,1.65,1.8,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901508/F19/,pending
2024-02-04,LOL - PCS Spring,J Team,Deep Cross Gaming,under,total_towers 12.5,10.27%,1.42,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901508/F19/,pending
2024-02-04,LOL - PCS Spring,J Team,Deep Cross Gaming,over,total_kills 27.5,13.29%,1.62,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901508/F19/,pending
2024-02-04,LOL - PCS Spring,J Team,Deep Cross Gaming,over,game_duration 32.5,11.11%,1.65,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901508/F19/,pending
2024-02-04,LOL - PCS Spring,J Team,Deep Cross Gaming,over,total_inhibitors 1.5,10.27%,1.42,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20938551/D19/E18901508/F19/,pending
2024-02-01,LOL - TCL Winter,Dark Passage,NASR eSports Turkey,over,total_dragons 4.5,29.00%,1.33,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894675/F19/,pending
2024-02-01,LOL - TCL Winter,Dark Passage,NASR eSports Turkey,over,total_towers 11.5,20.75%,1.33,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894675/F19/,pending
2024-02-01,LOL - TCL Winter,Dark Passage,NASR eSports Turkey,under,total_kills 27.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894675/F19/,pending
2024-02-01,LOL - TCL Winter,Dark Passage,NASR eSports Turkey,over,game_duration 32.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894675/F19/,pending
2024-02-01,LOL - TCL Winter,Dark Passage,NASR eSports Turkey,under,total_inhibitors 1.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894675/F19/,pending
2024-02-01,LOL - TCL Winter,Dark Passage,NASR eSports Turkey,over,total_barons 1.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894675/F19/,pending
2024-02-01,LOL - TCL Winter,BoostGate Esports,FUT Esports,over,total_dragons 4.5,29.00%,1.33,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894677/F19/,pending
2024-02-01,LOL - TCL Winter,BoostGate Esports,FUT Esports,under,total_towers 12.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894677/F19/,pending
2024-02-01,LOL - TCL Winter,BoostGate Esports,FUT Esports,over,total_kills 26.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894677/F19/,pending
2024-02-01,LOL - TCL Winter,BoostGate Esports,FUT Esports,over,game_duration 32.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894677/F19/,pending
2024-02-01,LOL - TCL Winter,BoostGate Esports,FUT Esports,over,total_inhibitors 1.5,61.00%,1.0,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894677/F19/,pending
2024-02-01,LOL - TCL Winter,BoostGate Esports,FUT Esports,over,total_barons 1.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894677/F19/,pending
2024-02-01,LOL - TCL Winter,Misa Esports,Galakticos,under,total_towers 11.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894678/F19/,pending
2024-02-01,LOL - TCL Winter,Misa Esports,Galakticos,over,total_kills 29.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894678/F19/,pending
2024-02-01,LOL - TCL Winter,Misa Esports,Galakticos,under,total_inhibitors 1.5,65.00%,1.33,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894678/F19/,pending
2024-02-01,LOL - TCL Winter,Misa Esports,Galakticos,over,total_barons 1.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894678/F19/,pending
2024-02-02,LOL - TCL Winter,Dark Passage,BoostGate Esports,over,total_dragons 4.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894679/F19/,pending
2024-02-02,LOL - TCL Winter,Dark Passage,BoostGate Esports,over,total_towers 12.5,18.50%,2.0,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894679/F19/,pending
2024-02-02,LOL - TCL Winter,Dark Passage,BoostGate Esports,under,total_kills 27.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894679/F19/,pending
2024-02-02,LOL - TCL Winter,Dark Passage,BoostGate Esports,over,total_inhibitors 1.5,14.75%,1.33,1.53,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894679/F19/,pending
2024-02-02,LOL - TCL Winter,FUT Esports,Papara SuperMassive,over,total_dragons 4.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894681/F19/,pending
2024-02-02,LOL - TCL Winter,FUT Esports,Papara SuperMassive,under,total_towers 11.5,87.50%,1.33,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894681/F19/,pending
2024-02-02,LOL - TCL Winter,FUT Esports,Papara SuperMassive,over,total_kills 26.5,83.00%,1.0,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894681/F19/,pending
2024-02-02,LOL - TCL Winter,FUT Esports,Papara SuperMassive,over,game_duration 31.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894681/F19/,pending
2024-02-02,LOL - TCL Winter,FUT Esports,Papara SuperMassive,under,total_inhibitors 1.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894681/F19/,pending
2024-02-02,LOL - TCL Winter,FUT Esports,Papara SuperMassive,under,total_barons 1.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894681/F19/,pending
2024-02-02,LOL - TCL Winter,Galakticos,NASR eSports Turkey,over,total_dragons 4.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894682/F19/,pending
2024-02-02,LOL - TCL Winter,Galakticos,NASR eSports Turkey,over,total_towers 11.5,18.50%,2.0,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894682/F19/,pending
2024-02-02,LOL - TCL Winter,Galakticos,NASR eSports Turkey,over,total_barons 1.5,50.00%,2.0,3.0,Bet365,https://www.bet365.com/#/AC/B151/C20938561/D19/E18894682/F19/,pending
2024-02-03,LOL - LJL Spring,Burning Core Toyama,V3 Esports,over,total_towers 12.5,18.13%,1.78,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901495/F19/,pending
2024-02-03,LOL - LJL Spring,Burning Core Toyama,V3 Esports,over,total_kills 28.5,25.81%,1.45,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901495/F19/,pending
2024-02-03,LOL - LJL Spring,Burning Core Toyama,V3 Esports,over,total_inhibitors 1.5,21.88%,1.23,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901495/F19/,pending
2024-02-03,LOL - LJL Spring,Sengoku Gaming,DetonatioN FocusMe,over,total_dragons 4.5,65.00%,1.33,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901497/F19/,pending
2024-02-03,LOL - LJL Spring,Sengoku Gaming,DetonatioN FocusMe,over,total_towers 11.5,82.81%,1.23,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901497/F19/,pending
2024-02-03,LOL - LJL Spring,Sengoku Gaming,DetonatioN FocusMe,over,game_duration 31.5,25.81%,1.45,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901497/F19/,pending
2024-02-03,LOL - LJL Spring,Sengoku Gaming,DetonatioN FocusMe,over,total_inhibitors 1.5,7.94%,1.45,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901497/F19/,pending
2024-02-03,LOL - LJL Spring,Sengoku Gaming,DetonatioN FocusMe,over,total_barons 1.5,37.50%,2.0,2.75,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901497/F19/,pending
2024-02-04,LOL - LJL Spring,Sengoku Gaming,Burning Core Toyama,over,total_dragons 4.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901499/F19/,pending
2024-02-04,LOL - LJL Spring,Sengoku Gaming,Burning Core Toyama,over,total_towers 12.5,42.50%,1.33,1.9,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901499/F19/,pending
2024-02-04,LOL - LJL Spring,Sengoku Gaming,Burning Core Toyama,over,total_kills 28.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901499/F19/,pending
2024-02-04,LOL - LJL Spring,Sengoku Gaming,Burning Core Toyama,over,total_inhibitors 1.5,21.88%,1.23,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901499/F19/,pending
2024-02-04,LOL - LJL Spring,V3 Esports,AXIZ CREST,over,total_dragons 4.5,29.00%,1.33,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901500/F19/,pending
2024-02-04,LOL - LJL Spring,V3 Esports,AXIZ CREST,over,total_towers 12.5,37.50%,1.6,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901500/F19/,pending
2024-02-04,LOL - LJL Spring,V3 Esports,AXIZ CREST,over,total_kills 27.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901500/F19/,pending
2024-02-04,LOL - LJL Spring,V3 Esports,AXIZ CREST,over,total_inhibitors 1.5,12.50%,1.33,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20939232/D19/E18901500/F19/,pending
2024-01-29,LOL - LCK CL Spring,Hanwha Life Esports Challengers,Gen.G Global Academy,over,total_dragons 4.5,38.25%,1.71,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875922/F19/,pending
2024-01-29,LOL - LCK CL Spring,Hanwha Life Esports Challengers,Gen.G Global Academy,under,total_towers 11.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875922/F19/,pending
2024-01-29,LOL - LCK CL Spring,Hanwha Life Esports Challengers,Gen.G Global Academy,under,total_kills 22.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875922/F19/,pending
2024-01-29,LOL - LCK CL Spring,Hanwha Life Esports Challengers,Gen.G Global Academy,over,game_duration 30.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875922/F19/,pending
2024-01-29,LOL - LCK CL Spring,Hanwha Life Esports Challengers,Gen.G Global Academy,under,total_inhibitors 1.5,5.00%,2.0,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875922/F19/,pending
2024-01-29,LOL - LCK CL Spring,Hanwha Life Esports Challengers,Gen.G Global Academy,over,total_barons 1.5,28.33%,1.71,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875922/F19/,pending
2024-01-29,LOL - LCK CL Spring,T1 Esports Academy,DRX Challengers,over,total_dragons 4.5,5.33%,2.25,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875923/F19/,win
2024-01-29,LOL - LCK CL Spring,T1 Esports Academy,DRX Challengers,under,total_towers 12.5,5.11%,1.64,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875923/F19/,loss
2024-01-30,LOL - LCK CL Spring,FearX Youth,KT Rolster Challengers,under,total_dragons 4.5,28.33%,1.71,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875924/F19/,pending
2024-01-30,LOL - LCK CL Spring,FearX Youth,KT Rolster Challengers,over,total_towers 12.5,31.25%,1.71,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875924/F19/,pending
2024-01-30,LOL - LCK CL Spring,FearX Youth,KT Rolster Challengers,over,total_kills 24.5,5.00%,1.71,1.8,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875924/F19/,pending
2024-01-30,LOL - LCK CL Spring,FearX Youth,KT Rolster Challengers,under,game_duration 32.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875924/F19/,pending
2024-01-30,LOL - LCK CL Spring,Nongshim Esports Academy,Dplus KIA Challengers,over,total_dragons 4.5,17.75%,1.33,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875925/F19/,pending
2024-01-30,LOL - LCK CL Spring,Nongshim Esports Academy,Dplus KIA Challengers,under,total_towers 12.5,18.97%,1.4,1.66,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875925/F19/,pending
2024-01-30,LOL - LCK CL Spring,Nongshim Esports Academy,Dplus KIA Challengers,over,game_duration 33.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875925/F19/,pending
2024-01-30,LOL - LCK CL Spring,Nongshim Esports Academy,Dplus KIA Challengers,under,total_inhibitors 1.5,42.20%,1.67,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875925/F19/,pending
2024-01-30,LOL - LCK CL Spring,Nongshim Esports Academy,Dplus KIA Challengers,over,total_barons 1.5,9.80%,1.67,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18875925/F19/,pending
2024-02-01,LOL - LCK CL Spring,Dplus KIA Challengers,Kwangdong Freecs,over,total_dragons 4.5,43.75%,1.57,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892554/F19/,pending
2024-02-01,LOL - LCK CL Spring,Dplus KIA Challengers,Kwangdong Freecs,under,total_towers 12.5,18.49%,1.45,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892554/F19/,pending
2024-02-01,LOL - LCK CL Spring,Dplus KIA Challengers,Kwangdong Freecs,over,total_kills 24.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892554/F19/,pending
2024-02-01,LOL - LCK CL Spring,Dplus KIA Challengers,Kwangdong Freecs,over,game_duration 32.5,5.73%,1.73,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892554/F19/,pending
2024-02-01,LOL - LCK CL Spring,Dplus KIA Challengers,Kwangdong Freecs,under,total_inhibitors 1.5,38.11%,1.59,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892554/F19/,pending
2024-02-01,LOL - LCK CL Spring,Dplus KIA Challengers,Kwangdong Freecs,over,total_barons 1.5,20.17%,1.75,2.1,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892554/F19/,pending
2024-02-01,LOL - LCK CL Spring,KT Rolster Challengers,T1 Esports Academy,under,total_dragons 4.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892555/F19/,pending
2024-02-01,LOL - LCK CL Spring,KT Rolster Challengers,T1 Esports Academy,under,game_duration 32.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892555/F19/,pending
2024-02-01,LOL - LCK CL Spring,OKSavingsBank BRION Challengers,DRX Challengers,over,total_dragons 4.5,16.58%,1.48,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892553/F19/,pending
2024-02-01,LOL - LCK CL Spring,OKSavingsBank BRION Challengers,DRX Challengers,under,total_towers 12.5,5.73%,1.73,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892553/F19/,pending
2024-02-01,LOL - LCK CL Spring,OKSavingsBank BRION Challengers,DRX Challengers,over,game_duration 33.5,5.73%,1.73,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892553/F19/,pending
2024-02-01,LOL - LCK CL Spring,OKSavingsBank BRION Challengers,DRX Challengers,under,total_inhibitors 1.5,13.23%,2.09,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892553/F19/,pending
2024-02-02,LOL - LCK CL Spring,Gen.G Global Academy,FearX Youth,under,total_barons 1.5,22.00%,1.5,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892556/F19/,pending
2024-02-02,LOL - LCK CL Spring,Nongshim Esports Academy,Hanwha Life Esports Challengers,over,total_dragons 4.5,25.00%,1.2,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892557/F19/,pending
2024-02-02,LOL - LCK CL Spring,Nongshim Esports Academy,Hanwha Life Esports Challengers,under,total_towers 11.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892557/F19/,pending
2024-02-02,LOL - LCK CL Spring,Nongshim Esports Academy,Hanwha Life Esports Challengers,under,total_kills 22.5,6.75%,1.71,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892557/F19/,pending
2024-02-02,LOL - LCK CL Spring,Nongshim Esports Academy,Hanwha Life Esports Challengers,over,game_duration 33.5,52.50%,1.2,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892557/F19/,pending
2024-02-02,LOL - LCK CL Spring,Nongshim Esports Academy,Hanwha Life Esports Challengers,under,total_inhibitors 1.5,45.83%,1.71,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892557/F19/,pending
2024-02-02,LOL - LCK CL Spring,Nongshim Esports Academy,Hanwha Life Esports Challengers,over,total_barons 1.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20938448/D19/E18892557/F19/,pending
2024-02-02,LOL - LCS Spring,Immortals,Cloud9,over,total_dragons 4.5,25.00%,2.0,2.5,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907510/F19/,pending
2024-02-02,LOL - LCS Spring,Immortals,Cloud9,over,total_towers 11.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907510/F19/,pending
2024-02-02,LOL - LCS Spring,Immortals,Cloud9,over,game_duration 29.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907510/F19/,pending
2024-02-02,LOL - LCS Spring,Immortals,Cloud9,under,total_inhibitors 1.5,40.62%,1.6,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907510/F19/,pending
2024-02-02,LOL - LCS Spring,Immortals,Cloud9,over,total_barons 1.5,31.25%,2.67,3.5,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907510/F19/,pending
2024-02-02,LOL - LCS Spring,Team Liquid,NRG,over,total_dragons 4.5,7.50%,1.6,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907511/F19/,pending
2024-02-02,LOL - LCS Spring,Team Liquid,NRG,over,total_towers 12.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907511/F19/,pending
2024-02-02,LOL - LCS Spring,Team Liquid,NRG,over,game_duration 32.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907511/F19/,pending
2024-02-02,LOL - LCS Spring,Team Liquid,NRG,over,total_inhibitors 1.5,57.00%,1.0,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907511/F19/,pending
2024-02-02,LOL - LCS Spring,Dignitas,Shopify Rebellion,under,total_towers 12.5,20.75%,1.33,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907512/F19/,pending
2024-02-02,LOL - LCS Spring,Dignitas,Shopify Rebellion,over,total_kills 25.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907512/F19/,pending
2024-02-02,LOL - LCS Spring,Dignitas,Shopify Rebellion,under,game_duration 32.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907512/F19/,pending
2024-02-02,LOL - LCS Spring,Dignitas,Shopify Rebellion,under,total_inhibitors 1.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907512/F19/,pending
2024-02-02,LOL - LCS Spring,Dignitas,Shopify Rebellion,under,total_barons 1.5,31.25%,1.14,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907512/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,100 Thieves,over,total_dragons 4.5,7.50%,1.6,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907513/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,100 Thieves,under,total_kills 24.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907513/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,100 Thieves,under,total_barons 1.5,31.25%,1.14,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907513/F19/,pending
2024-02-03,LOL - LCS Spring,Team Liquid,Dignitas,over,total_dragons 4.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907514/F19/,pending
2024-02-03,LOL - LCS Spring,Team Liquid,Dignitas,over,total_towers 12.5,48.13%,1.6,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907514/F19/,pending
2024-02-03,LOL - LCS Spring,Team Liquid,Dignitas,over,game_duration 31.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907514/F19/,pending
2024-02-03,LOL - LCS Spring,Team Liquid,Dignitas,over,total_inhibitors 1.5,37.38%,1.14,1.57,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907514/F19/,pending
2024-02-03,LOL - LCS Spring,Team Liquid,Dignitas,under,total_barons 1.5,8.00%,1.33,1.44,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907514/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,Cloud9,under,total_dragons 4.5,50.00%,1.33,2.0,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907515/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,Cloud9,under,total_towers 12.5,20.75%,1.33,1.61,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907515/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,Cloud9,under,total_kills 24.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907515/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,Cloud9,under,game_duration 32.5,60.13%,1.14,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907515/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,Cloud9,under,total_inhibitors 1.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907515/F19/,pending
2024-02-03,LOL - LCS Spring,FlyQuest,Cloud9,under,total_barons 1.5,12.50%,1.33,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907515/F19/,pending
2024-02-03,LOL - LCS Spring,Immortals,100 Thieves,over,total_dragons 4.5,50.50%,1.14,1.72,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907516/F19/,pending
2024-02-03,LOL - LCS Spring,Immortals,100 Thieves,over,total_towers 12.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907516/F19/,pending
2024-02-03,LOL - LCS Spring,Immortals,100 Thieves,over,total_kills 24.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907516/F19/,pending
2024-02-03,LOL - LCS Spring,Immortals,100 Thieves,over,game_duration 32.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907516/F19/,pending
2024-02-03,LOL - LCS Spring,Immortals,100 Thieves,under,total_inhibitors 1.5,12.50%,2.0,2.25,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907516/F19/,pending
2024-02-03,LOL - LCS Spring,Immortals,100 Thieves,under,total_barons 1.5,12.50%,1.33,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907516/F19/,pending
2024-02-04,LOL - LCS Spring,NRG,Shopify Rebellion,under,total_towers 11.5,18.50%,2.0,2.37,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907517/F19/,pending
2024-02-04,LOL - LCS Spring,NRG,Shopify Rebellion,over,total_kills 25.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907517/F19/,pending
2024-02-04,LOL - LCS Spring,NRG,Shopify Rebellion,under,total_barons 1.5,5.00%,1.33,1.4,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907517/F19/,pending
2024-02-04,LOL - LCS Spring,FlyQuest,Dignitas,over,total_towers 12.5,10.00%,2.0,2.2,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907518/F19/,pending
2024-02-04,LOL - LCS Spring,FlyQuest,Dignitas,under,game_duration 32.5,14.38%,1.6,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907518/F19/,pending
2024-02-04,LOL - LCS Spring,FlyQuest,Dignitas,under,total_barons 1.5,12.50%,1.33,1.5,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907518/F19/,pending
2024-02-04,LOL - LCS Spring,Team Liquid,Cloud9,under,total_kills 24.5,37.25%,1.33,1.83,Bet365,https://www.bet365.com/#/AC/B151/C20932177/D19/E18907519/F19/,pending
